,GeneName
ENSMUSG00000030591,Psmd8
ENSMUSG00000030595,Nfkbib
ENSMUSG00000030603,Psmc4
ENSMUSG00000030609,Aen
ENSMUSG00000030611,Mrps11
ENSMUSG00000030612,Mrpl46
ENSMUSG00000030613,Ccdc90b
ENSMUSG00000030630,Fah
ENSMUSG00000030638,Sh3gl3
ENSMUSG00000030643,Rab30
ENSMUSG00000030649,Anapc15
ENSMUSG00000030652,Coq7
ENSMUSG00000030653,Gm45837
ENSMUSG00000030654,Arl6ip1
ENSMUSG00000030655,Smg1
ENSMUSG00000030659,Nucb2
ENSMUSG00000030660,Pik3c2a
ENSMUSG00000030662,Ipo5
ENSMUSG00000030663,1110004F10Rik
ENSMUSG00000030678,Maz
ENSMUSG00000030680,Pagr1a
ENSMUSG00000030682,Cdipt
ENSMUSG00000030688,Stard10
ENSMUSG00000030689,Ino80e
ENSMUSG00000030695,Aldoa
ENSMUSG00000030704,Rab6a
ENSMUSG00000030706,Mrpl48
ENSMUSG00000030707,Coro1a
ENSMUSG00000030714,Sgf29
ENSMUSG00000030718,Ppme1
ENSMUSG00000030725,Lipt2
ENSMUSG00000030726,Pold3
ENSMUSG00000030729,Pgm2l1
ENSMUSG00000030731,Syt3
ENSMUSG00000030733,Sh2b1
ENSMUSG00000030738,Eif3c
ENSMUSG00000030739,Myh14
ENSMUSG00000030744,Rps3
ENSMUSG00000030747,Dgat2
ENSMUSG00000030750,Nsmce1
ENSMUSG00000030751,Psma1
ENSMUSG00000030753,Thap12
ENSMUSG00000030754,Copb1
ENSMUSG00000030760,Acer3
ENSMUSG00000030763,Lcmt1
ENSMUSG00000030772,Dkk3
ENSMUSG00000030774,Pak1
ENSMUSG00000030782,Tgfb1i1
ENSMUSG00000030785,Cox6a2
ENSMUSG00000030788,Rnf141
ENSMUSG00000030792,Dkkl1
ENSMUSG00000030795,Fus
ENSMUSG00000030802,Bckdk
ENSMUSG00000030804,Gm21974
ENSMUSG00000030805,Stx4a
ENSMUSG00000030806,Stx1b
ENSMUSG00000030811,Fbxl19
ENSMUSG00000030814,Bcl7c
ENSMUSG00000030815,Phkg2
ENSMUSG00000030816,Rnf40
ENSMUSG00000030824,Nucb1
ENSMUSG00000030826,Bcat2
ENSMUSG00000030830,Itgal
ENSMUSG00000030835,Nomo1
ENSMUSG00000030839,Sergef
ENSMUSG00000030842,Lamtor1
ENSMUSG00000030844,Rgs10
ENSMUSG00000030854,Ptpn5
ENSMUSG00000030861,Acadsb
ENSMUSG00000030868,Dctn5
ENSMUSG00000030869,Ndufab1
ENSMUSG00000030870,Ubfd1
ENSMUSG00000030872,Gga2
ENSMUSG00000030876,Mettl9
ENSMUSG00000030879,Mrpl17
ENSMUSG00000030880,Polr3e
ENSMUSG00000030881,Arfip2
ENSMUSG00000030882,Dnhd1
ENSMUSG00000030884,Uqcrc2
ENSMUSG00000030888,Rrp8
ENSMUSG00000030890,Ilk
ENSMUSG00000030922,Lyrm1
ENSMUSG00000030929,Eri2
ENSMUSG00000030942,Thumpd1
ENSMUSG00000030946,Lhpp
ENSMUSG00000030956,Fam53b
ENSMUSG00000030967,Zranb1
ENSMUSG00000030970,Ctbp2
ENSMUSG00000030980,Knop1
ENSMUSG00000030982,Vps35l
ENSMUSG00000030990,Pgap2
ENSMUSG00000031007,Atp6ap2
ENSMUSG00000031010,Usp9x
ENSMUSG00000031012,Cask
ENSMUSG00000031021,Tmem9b
ENSMUSG00000031023,Akip1
ENSMUSG00000031028,Tub
ENSMUSG00000031029,Eif3f
ENSMUSG00000031059,Ndufb11
ENSMUSG00000031065,Cdk16
ENSMUSG00000031068,Glrx3
ENSMUSG00000031072,LTO1
ENSMUSG00000031077,Fadd
ENSMUSG00000031078,Cttn
ENSMUSG00000031105,Slc25a14
ENSMUSG00000031137,Fgf13
ENSMUSG00000031143,Ccdc22
ENSMUSG00000031146,Plp2
ENSMUSG00000031149,Praf2
ENSMUSG00000031150,Ccdc120
ENSMUSG00000031153,Gripap1
ENSMUSG00000031154,Otud5
ENSMUSG00000031156,Slc35a2
ENSMUSG00000031158,Timm17b
ENSMUSG00000031161,Hdac6
ENSMUSG00000031166,Wdr13
ENSMUSG00000031167,Rbm3
ENSMUSG00000031176,Dynlt3
ENSMUSG00000031197,Vbp1
ENSMUSG00000031201,Brcc3
ENSMUSG00000031202,Rab39b
ENSMUSG00000031217,Efnb1
ENSMUSG00000031226,Pbdc1
ENSMUSG00000031227,Magee1
ENSMUSG00000031229,Atrx
ENSMUSG00000031231,Cox7b
ENSMUSG00000031242,Chmp1b2
ENSMUSG00000031246,Sh3bgrl
ENSMUSG00000031256,Cstf2
ENSMUSG00000031257,Nox1
ENSMUSG00000031284,Pak3
ENSMUSG00000031285,Dcx
ENSMUSG00000031292,Cdkl5
ENSMUSG00000031299,Pdha1
ENSMUSG00000031302,Nlgn3
ENSMUSG00000031309,Rps6ka3
ENSMUSG00000031310,Zmym3
ENSMUSG00000031314,Taf1
ENSMUSG00000031320,Rps4x
ENSMUSG00000031328,Flna
ENSMUSG00000031337,Mtm1
ENSMUSG00000031342,Gpm6b
ENSMUSG00000031347,Cetn2
ENSMUSG00000031349,Nsdhl
ENSMUSG00000031352,Hccs
ENSMUSG00000031358,Msl3
ENSMUSG00000031360,Ctps2
ENSMUSG00000031371,Haus7
ENSMUSG00000031382,Asb11
ENSMUSG00000031388,Naa10
ENSMUSG00000031389,Arhgap4
ENSMUSG00000031391,L1cam
ENSMUSG00000031392,Irak1
ENSMUSG00000031393,Mecp2
ENSMUSG00000031399,Fam3a
ENSMUSG00000031402,Mpp1
ENSMUSG00000031403,Dkc1
ENSMUSG00000031409,Tceal6
ENSMUSG00000031422,Morf4l2
ENSMUSG00000031428,Zcchc18
ENSMUSG00000031433,Rbm41
ENSMUSG00000031441,Atp11a
ENSMUSG00000031447,Lamp1
ENSMUSG00000031451,Gas6
ENSMUSG00000031458,Coprs
ENSMUSG00000031467,Agpat5
ENSMUSG00000031479,Vps36
ENSMUSG00000031482,Slc25a15
ENSMUSG00000031485,Plpbp
ENSMUSG00000031487,Brf2
ENSMUSG00000031490,Eif4ebp1
ENSMUSG00000031505,Naxd
ENSMUSG00000031511,Arhgef7
ENSMUSG00000031513,Leprotl1
ENSMUSG00000031516,Dctn6
ENSMUSG00000031517,Gpm6a
ENSMUSG00000031527,Eri1
ENSMUSG00000031529,Tnks
ENSMUSG00000031532,Saraf
ENSMUSG00000031533,Mrps31
ENSMUSG00000031534,Smim19
ENSMUSG00000031536,Polb
ENSMUSG00000031537,Ikbkb
ENSMUSG00000031539,Ap3m2
ENSMUSG00000031545,Gpat4
ENSMUSG00000031556,Tm2d2
ENSMUSG00000031561,Tenm3
ENSMUSG00000031562,Dctd
ENSMUSG00000031563,Wwc2
ENSMUSG00000031570,Plpp5
ENSMUSG00000031574,Star
ENSMUSG00000031575,Ash2l
ENSMUSG00000031576,Kcnu1
ENSMUSG00000031578,Mak16
ENSMUSG00000031584,Gsr
ENSMUSG00000031585,Gtf2e2
ENSMUSG00000031590,Frg1
ENSMUSG00000031592,Pcm1
ENSMUSG00000031600,Vps37a
ENSMUSG00000031603,Fgf20
ENSMUSG00000031605,Klhl2
ENSMUSG00000031622,Sin3b
ENSMUSG00000031626,Sorbs2
ENSMUSG00000031627,Irf2
ENSMUSG00000031628,Casp3
ENSMUSG00000031631,Cfap97
ENSMUSG00000031633,Slc25a4
ENSMUSG00000031634,Ufsp2
ENSMUSG00000031652,N4bp1
ENSMUSG00000031654,Cbln1
ENSMUSG00000031657,Heatr3
ENSMUSG00000031661,Nkd1
ENSMUSG00000031667,Aktip
ENSMUSG00000031672,Got2
ENSMUSG00000031683,Lsm6
ENSMUSG00000031697,Orc6
ENSMUSG00000031700,Gpt2
ENSMUSG00000031701,Dnaja2
ENSMUSG00000031708,Tecr
ENSMUSG00000031711,Zfp330
ENSMUSG00000031723,Txnl4b
ENSMUSG00000031728,Zfp821
ENSMUSG00000031729,Ist1
ENSMUSG00000031730,Dhodh
ENSMUSG00000031731,Ap1g1
ENSMUSG00000031748,Gnao1
ENSMUSG00000031749,St3gal2
ENSMUSG00000031753,Cog4
ENSMUSG00000031754,Nudt21
ENSMUSG00000031760,Mt3
ENSMUSG00000031762,Mt2
ENSMUSG00000031765,Mt1
ENSMUSG00000031770,Herpud1
ENSMUSG00000031775,Pllp
ENSMUSG00000031776,Arl2bp
ENSMUSG00000031783,Polr2c
ENSMUSG00000031785,Adgrg1
ENSMUSG00000031791,Tmem38a
ENSMUSG00000031792,Usb1
ENSMUSG00000031799,Tpm4
ENSMUSG00000031807,Pgls
ENSMUSG00000031808,Slc27a1
ENSMUSG00000031812,Map1lc3b
ENSMUSG00000031816,Mthfsd
ENSMUSG00000031818,Cox4i1
ENSMUSG00000031819,Emc8
ENSMUSG00000031820,Babam1
ENSMUSG00000031823,Zdhhc7
ENSMUSG00000031824,6430548M08Rik
ENSMUSG00000031826,Usp10
ENSMUSG00000031827,Cotl1
ENSMUSG00000031831,Dnaaf1
ENSMUSG00000031832,Taf1c
ENSMUSG00000031833,Mast3
ENSMUSG00000031834,Pik3r2
ENSMUSG00000031837,Necab2
ENSMUSG00000031839,Hsbp1
ENSMUSG00000031840,Rab3a
ENSMUSG00000031841,Cdh13
ENSMUSG00000031848,Lsm4
ENSMUSG00000031851,Ntpcr
ENSMUSG00000031858,Mau2
ENSMUSG00000031860,Pbx4
ENSMUSG00000031862,Atp13a1
ENSMUSG00000031865,Dctn1
ENSMUSG00000031872,Bean1
ENSMUSG00000031878,Nae1
ENSMUSG00000031879,Ciao2b
ENSMUSG00000031885,Cbfb
ENSMUSG00000031887,Tradd
ENSMUSG00000031897,Psmb10
ENSMUSG00000031901,Dus2
ENSMUSG00000031906,Smpd3
ENSMUSG00000031913,Vps4a
ENSMUSG00000031916,Cog8
ENSMUSG00000031917,Nip7
ENSMUSG00000031918,Mtmr2
ENSMUSG00000031921,Terf2
ENSMUSG00000031922,Cep57
ENSMUSG00000031924,Cyb5b
ENSMUSG00000031928,Mre11a
ENSMUSG00000031931,Ankrd49
ENSMUSG00000031934,Panx1
ENSMUSG00000031937,Vstm5
ENSMUSG00000031938,4931406C07Rik
ENSMUSG00000031939,Taf1d
ENSMUSG00000031950,Gabarapl2
ENSMUSG00000031954,Cfdp1
ENSMUSG00000031958,Ldhd
ENSMUSG00000031959,Wdr59
ENSMUSG00000031962,Cdh15
ENSMUSG00000031967,Afg3l1
ENSMUSG00000031969,Acad8
ENSMUSG00000031970,Dbndd1
ENSMUSG00000031971,Ccsap
ENSMUSG00000031972,Acta1
ENSMUSG00000031974,Abcb10
ENSMUSG00000031979,Cog2
ENSMUSG00000031982,Arv1
ENSMUSG00000031983,2310022B05Rik
ENSMUSG00000031984,2810004N23Rik
ENSMUSG00000031985,Gnpat
ENSMUSG00000031986,Sprtn
ENSMUSG00000031987,Egln1
ENSMUSG00000031988,Vps26b
ENSMUSG00000031993,Snx19
ENSMUSG00000032000,Birc3
ENSMUSG00000032002,Dcun1d5
ENSMUSG00000032009,Sesn3
ENSMUSG00000032010,Usp2
ENSMUSG00000032011,Thy1
ENSMUSG00000032012,Nectin1
ENSMUSG00000032015,Pou2f3
ENSMUSG00000032018,Sc5d
ENSMUSG00000032020,Ubash3b
ENSMUSG00000032024,Clmp
ENSMUSG00000032026,Rexo2
ENSMUSG00000032030,Cul5
ENSMUSG00000032033,Barx2
ENSMUSG00000032046,Abhd12
ENSMUSG00000032059,Alg9
ENSMUSG00000032062,2310030G06Rik
ENSMUSG00000032067,Pts
ENSMUSG00000032076,Cadm1
ENSMUSG00000032078,Zpr1
ENSMUSG00000032086,Bace1
ENSMUSG00000032096,Arcn1
ENSMUSG00000032097,Ddx6
ENSMUSG00000032103,Pus3
ENSMUSG00000032112,Trappc4
ENSMUSG00000032116,Stt3a
ENSMUSG00000032118,Fez1
ENSMUSG00000032119,Hinfp
ENSMUSG00000032121,Tmem218
ENSMUSG00000032123,Dpagt1
ENSMUSG00000032126,Hmbs
ENSMUSG00000032131,Abcg4
ENSMUSG00000032171,Pin1
ENSMUSG00000032177,Pde4a
ENSMUSG00000032178,Ilf3
ENSMUSG00000032180,Tmed1
ENSMUSG00000032181,Scg3
ENSMUSG00000032184,Lysmd2
ENSMUSG00000032186,Tmod2
ENSMUSG00000032187,Smarca4
ENSMUSG00000032192,Gnb5
ENSMUSG00000032193,Ldlr
ENSMUSG00000032199,Polr2m
ENSMUSG00000032202,Rab27a
ENSMUSG00000032212,Sltm
ENSMUSG00000032215,Rsl24d1
ENSMUSG00000032216,Nedd4
ENSMUSG00000032217,Rnf111
ENSMUSG00000032221,Mns1
ENSMUSG00000032224,Fam81a
ENSMUSG00000032238,Rora
ENSMUSG00000032239,Rp9
ENSMUSG00000032244,Fem1b
ENSMUSG00000032249,Anp32a
ENSMUSG00000032251,Irak1bp1
ENSMUSG00000032261,Sh3bgrl2
ENSMUSG00000032262,Elovl4
ENSMUSG00000032271,Nnmt
ENSMUSG00000032279,Idh3a
ENSMUSG00000032280,Tle3
ENSMUSG00000032285,Dnaja4
ENSMUSG00000032288,Imp3
ENSMUSG00000032294,Pkm
ENSMUSG00000032295,Man2c1
ENSMUSG00000032297,Celf6
ENSMUSG00000032299,Commd4
ENSMUSG00000032300,1700017B05Rik
ENSMUSG00000032301,Psma4
ENSMUSG00000032305,Fam219b
ENSMUSG00000032306,Mpi
ENSMUSG00000032309,Fbxo22
ENSMUSG00000032311,Nrg4
ENSMUSG00000032313,Tmem266
ENSMUSG00000032316,Clk3
ENSMUSG00000032324,Tspan3
ENSMUSG00000032328,Tmem30a
ENSMUSG00000032329,Hmg20a
ENSMUSG00000032330,Cox7a2
ENSMUSG00000032333,Stoml1
ENSMUSG00000032336,Nptn
ENSMUSG00000032344,Cgas
ENSMUSG00000032349,Elovl5
ENSMUSG00000032350,Gclc
ENSMUSG00000032352,Lrrc1
ENSMUSG00000032353,Tmed3
ENSMUSG00000032355,Mlip
ENSMUSG00000032356,Rasgrf1
ENSMUSG00000032366,Tpm1
ENSMUSG00000032370,Lactb
ENSMUSG00000032376,Usp3
ENSMUSG00000032381,Ciao2a
ENSMUSG00000032383,Ppib
ENSMUSG00000032386,Trip4
ENSMUSG00000032398,Snapc5
ENSMUSG00000032399,Rpl4
ENSMUSG00000032403,2300009A05Rik
ENSMUSG00000032407,U2surp
ENSMUSG00000032410,Xrn1
ENSMUSG00000032412,Atp1b3
ENSMUSG00000032415,Ube2cbp
ENSMUSG00000032423,Syncrip
ENSMUSG00000032425,Zfp949
ENSMUSG00000032435,Dync1li1
ENSMUSG00000032437,Stt3b
ENSMUSG00000032449,Slc25a36
ENSMUSG00000032458,Copb2
ENSMUSG00000032463,Faim
ENSMUSG00000032468,Armc8
ENSMUSG00000032470,Mras
ENSMUSG00000032478,Nme6
ENSMUSG00000032479,Map4
ENSMUSG00000032480,Dhx30
ENSMUSG00000032481,Smarcc1
ENSMUSG00000032495,Lrrc2
ENSMUSG00000032497,Lrrfip2
ENSMUSG00000032498,Mlh1
ENSMUSG00000032503,Arpp21
ENSMUSG00000032504,Pdcd6ip
ENSMUSG00000032512,Wdr48
ENSMUSG00000032513,Gorasp1
ENSMUSG00000032515,Csrnp1
ENSMUSG00000032518,Rpsa
ENSMUSG00000032525,Nktr
ENSMUSG00000032526,Ss18l2
ENSMUSG00000032527,Pccb
ENSMUSG00000032532,Cck
ENSMUSG00000032536,Trak1
ENSMUSG00000032537,Ephb1
ENSMUSG00000032540,Abhd5
ENSMUSG00000032547,Ryk
ENSMUSG00000032549,Rab6b
ENSMUSG00000032551,1110059G10Rik
ENSMUSG00000032553,Srprb
ENSMUSG00000032555,Topbp1
ENSMUSG00000032560,Dnajc13
ENSMUSG00000032562,Gnai2
ENSMUSG00000032564,Cpne4
ENSMUSG00000032565,Nudt16
ENSMUSG00000032571,Pik3r4
ENSMUSG00000032578,Cish
ENSMUSG00000032579,Hemk1
ENSMUSG00000032583,Mon1a
ENSMUSG00000032594,Ip6k1
ENSMUSG00000032598,Nckipsd
ENSMUSG00000032599,Ip6k2
ENSMUSG00000032601,Prkar2a
ENSMUSG00000032604,Qars
ENSMUSG00000032606,Nicn1
ENSMUSG00000032609,Klhdc8b
ENSMUSG00000032612,Usp4
ENSMUSG00000032615,Nt5m
ENSMUSG00000032621,Srek1
ENSMUSG00000032624,Eml4
ENSMUSG00000032625,Thsd7a
ENSMUSG00000032637,Atxn2l
ENSMUSG00000032641,Gpr19
ENSMUSG00000032652,Crebl2
ENSMUSG00000032666,1700025G04Rik
ENSMUSG00000032679,Cd59a
ENSMUSG00000032688,Malt1
ENSMUSG00000032698,Lmo2
ENSMUSG00000032740,Ccdc88a
ENSMUSG00000032741,Tpcn1
ENSMUSG00000032745,Gpbp1
ENSMUSG00000032754,Slc8b1
ENSMUSG00000032757,Bet1
ENSMUSG00000032773,Chrm1
ENSMUSG00000032788,Pdxk
ENSMUSG00000032802,Srxn1
ENSMUSG00000032803,Cdv3
ENSMUSG00000032826,Ank2
ENSMUSG00000032827,Ppp1r9a
ENSMUSG00000032840,Spring1
ENSMUSG00000032845,Alpk2
ENSMUSG00000032846,Zswim6
ENSMUSG00000032850,Rnft2
ENSMUSG00000032855,Pkd1
ENSMUSG00000032867,Fbxw8
ENSMUSG00000032869,Psmf1
ENSMUSG00000032870,Smap2
ENSMUSG00000032872,Cyb5r4
ENSMUSG00000032890,Rims3
ENSMUSG00000032892,Rangrf
ENSMUSG00000032905,Atg12
ENSMUSG00000032932,Hspa13
ENSMUSG00000032936,Camkv
ENSMUSG00000032940,Rbm11
ENSMUSG00000032946,Rasgrp2
ENSMUSG00000032959,Pebp1
ENSMUSG00000032965,Ift57
ENSMUSG00000032966,Fkbp1a
ENSMUSG00000032968,Inha
ENSMUSG00000032977,Fam207a
ENSMUSG00000032997,Chpf
ENSMUSG00000032998,Foxj3
ENSMUSG00000033004,Mycbp2
ENSMUSG00000033009,Ogfod1
ENSMUSG00000033014,Trim33
ENSMUSG00000033020,Polr2f
ENSMUSG00000033022,Cdo1
ENSMUSG00000033029,1700088E04Rik
ENSMUSG00000033036,Gm7879
ENSMUSG00000033039,Micall1
ENSMUSG00000033047,Eif3l
ENSMUSG00000033059,Pygb
ENSMUSG00000033065,Pfkm
ENSMUSG00000033066,Gas7
ENSMUSG00000033099,Nol12
ENSMUSG00000033106,Slc7a6os
ENSMUSG00000033111,3830406C13Rik
ENSMUSG00000033126,Ybey
ENSMUSG00000033128,Gga1
ENSMUSG00000033147,Slc22a15
ENSMUSG00000033152,Podxl2
ENSMUSG00000033157,Abhd10
ENSMUSG00000033159,Cnppd1
ENSMUSG00000033166,Dis3
ENSMUSG00000033174,Mgll
ENSMUSG00000033186,Mzt1
ENSMUSG00000033209,Ttc28
ENSMUSG00000033216,Eefsec
ENSMUSG00000033237,Arid2
ENSMUSG00000033256,Shf
ENSMUSG00000033272,Slc35a4
ENSMUSG00000033287,Kctd17
ENSMUSG00000033295,Ptprf
ENSMUSG00000033307,Mif
ENSMUSG00000033313,Fbxl8
ENSMUSG00000033316,Galnt9
ENSMUSG00000033318,Gstt2
ENSMUSG00000033323,Ctdp1
ENSMUSG00000033350,Chst2
ENSMUSG00000033352,Map2k4
ENSMUSG00000033364,Usp37
ENSMUSG00000033379,Atp6v0b
ENSMUSG00000033389,Arhgap44
ENSMUSG00000033400,Agl
ENSMUSG00000033411,Ctdspl2
ENSMUSG00000033416,Gucd1
ENSMUSG00000033417,Cacul1
ENSMUSG00000033419,Snap91
ENSMUSG00000033423,Eri3
ENSMUSG00000033430,Terf2ip
ENSMUSG00000033434,Gtpbp6
ENSMUSG00000033436,Armcx2
ENSMUSG00000033467,Crlf2
ENSMUSG00000033475,Tomm6
ENSMUSG00000033487,Fndc3a
ENSMUSG00000033499,Larp4b
ENSMUSG00000033526,Ppip5k1
ENSMUSG00000033530,Ttc7b
ENSMUSG00000033543,Gtf2a2
ENSMUSG00000033545,Znrf1
ENSMUSG00000033554,Dph5
ENSMUSG00000033557,Fam20b
ENSMUSG00000033565,Rbfox2
ENSMUSG00000033595,Lgi3
ENSMUSG00000033597,Caskin1
ENSMUSG00000033615,Cplx1
ENSMUSG00000033623,Pcgf3
ENSMUSG00000033658,Ddx19b
ENSMUSG00000033676,Gabrb3
ENSMUSG00000033684,Qsox1
ENSMUSG00000033701,Acbd6
ENSMUSG00000033706,Smyd5
ENSMUSG00000033707,Lrrc24
ENSMUSG00000033720,Sfxn5
ENSMUSG00000033726,Emx1
ENSMUSG00000033728,Lrrc14
ENSMUSG00000033730,Egr3
ENSMUSG00000033732,Sf3b3
ENSMUSG00000033735,Spr
ENSMUSG00000033751,Gadd45gip1
ENSMUSG00000033768,Nrxn2
ENSMUSG00000033769,Exoc6b
ENSMUSG00000033781,Asb13
ENSMUSG00000033805,Ephx4
ENSMUSG00000033813,Tcea1
ENSMUSG00000033819,Ppp1r16a
ENSMUSG00000033845,Mrpl15
ENSMUSG00000033854,Kcnk10
ENSMUSG00000033857,Engase
ENSMUSG00000033862,Cdk10
ENSMUSG00000033863,Klf9
ENSMUSG00000033883,Zfp267
ENSMUSG00000033885,Pxk
ENSMUSG00000033900,Map9
ENSMUSG00000033910,Gucy1a1
ENSMUSG00000033917,Gde1
ENSMUSG00000033933,Vhl
ENSMUSG00000033938,Ndufb7
ENSMUSG00000033940,Brk1
ENSMUSG00000033943,Mga
ENSMUSG00000033949,Trim36
ENSMUSG00000033953,Ppp3r1
ENSMUSG00000033955,Tnks1bp1
ENSMUSG00000033964,Zbtb41
ENSMUSG00000033981,Gria2
ENSMUSG00000033983,Coil
ENSMUSG00000033991,Ttc37
ENSMUSG00000034006,Slc66a2
ENSMUSG00000034021,Pds5b
ENSMUSG00000034022,Cpsf1
ENSMUSG00000034042,Gpbp1l1
ENSMUSG00000034064,Poglut1
ENSMUSG00000034066,Farp2
ENSMUSG00000034083,Ccdc174
ENSMUSG00000034105,Meak7
ENSMUSG00000034108,Ccs
ENSMUSG00000034110,Kctd7
ENSMUSG00000034120,Srsf2
ENSMUSG00000034135,Sik3
ENSMUSG00000034152,Exoc3
ENSMUSG00000034157,Cipc
ENSMUSG00000034158,Lrrc58
ENSMUSG00000034160,Ogt
ENSMUSG00000034165,Ccnd3
ENSMUSG00000034168,Irf2bpl
ENSMUSG00000034173,Chchd2l
ENSMUSG00000034175,Rhbdd3
ENSMUSG00000034185,Tmem275
ENSMUSG00000034187,Nsf
ENSMUSG00000034189,Hsdl1
ENSMUSG00000034190,Chmp7
ENSMUSG00000034194,R3hcc1
ENSMUSG00000034201,Gas2l1
ENSMUSG00000034203,Chchd4
ENSMUSG00000034209,Rasl10a
ENSMUSG00000034211,Mrps17
ENSMUSG00000034212,Ankmy1
ENSMUSG00000034220,Gpc1
ENSMUSG00000034226,Rhov
ENSMUSG00000034245,Hdac11
ENSMUSG00000034247,Plekhm1
ENSMUSG00000034252,Senp6
ENSMUSG00000034254,Agpat1
ENSMUSG00000034269,Setd5
ENSMUSG00000034271,Jdp2
ENSMUSG00000034275,Igsf9b
ENSMUSG00000034278,Dnajc17
ENSMUSG00000034282,Evpl
ENSMUSG00000034285,Nipsnap1
ENSMUSG00000034290,Nek9
ENSMUSG00000034300,Fam53c
ENSMUSG00000034312,Iqsec1
ENSMUSG00000034321,Exosc1
ENSMUSG00000034336,Ina
ENSMUSG00000034342,Cbl
ENSMUSG00000034343,Ube2f
ENSMUSG00000034345,Gtf2h5
ENSMUSG00000034353,Ramp1
ENSMUSG00000034377,Tulp4
ENSMUSG00000034390,Cmip
ENSMUSG00000034403,Pja1
ENSMUSG00000034424,Gcsh
ENSMUSG00000034429,Zfp707
ENSMUSG00000034430,Zxdc
ENSMUSG00000034432,Cops8
ENSMUSG00000034487,Poglut3
ENSMUSG00000034509,Mad2l1bp
ENSMUSG00000034522,Zfp395
ENSMUSG00000034525,Ice1
ENSMUSG00000034532,Fbxo16
ENSMUSG00000034557,Zfyve9
ENSMUSG00000034560,Washc4
ENSMUSG00000034566,Atp5h
ENSMUSG00000034570,Inpp5j
ENSMUSG00000034574,Daam1
ENSMUSG00000034586,Hid1
ENSMUSG00000034591,Slc41a2
ENSMUSG00000034593,Myo5a
ENSMUSG00000034595,Ppp1r18
ENSMUSG00000034602,Mon2
ENSMUSG00000034610,Tut4
ENSMUSG00000034613,Ppm1h
ENSMUSG00000034617,Mtrr
ENSMUSG00000034620,Rxylt1
ENSMUSG00000034621,Gpatch8
ENSMUSG00000034636,Zyg11b
ENSMUSG00000034639,Setmar
ENSMUSG00000034640,Tiparp
ENSMUSG00000034647,Ankrd12
ENSMUSG00000034652,Cd300a
ENSMUSG00000034659,Tmem109
ENSMUSG00000034667,Xpot
ENSMUSG00000034674,Tdg
ENSMUSG00000034675,Dbn1
ENSMUSG00000034681,Rnps1
ENSMUSG00000034685,Fam171a2
ENSMUSG00000034686,Prr7
ENSMUSG00000034707,Gns
ENSMUSG00000034724,Cnot6l
ENSMUSG00000034729,Mrps10
ENSMUSG00000034731,Dgkh
ENSMUSG00000034744,Nagk
ENSMUSG00000034751,Mast4
ENSMUSG00000034757,Tmub2
ENSMUSG00000034765,Dusp5
ENSMUSG00000034780,B3galt1
ENSMUSG00000034781,Gna11
ENSMUSG00000034789,Rab24
ENSMUSG00000034793,G6pc3
ENSMUSG00000034796,Cpne7
ENSMUSG00000034799,Unc13a
ENSMUSG00000034807,Colgalt1
ENSMUSG00000034818,Celf5
ENSMUSG00000034820,Cpsf7
ENSMUSG00000034825,Nrip3
ENSMUSG00000034832,Tet3
ENSMUSG00000034839,Larp6
ENSMUSG00000034845,Plvap
ENSMUSG00000034850,Tmem127
ENSMUSG00000034854,Mfsd12
ENSMUSG00000034868,Myl12b
ENSMUSG00000034875,Nudt19
ENSMUSG00000034880,Mrpl34
ENSMUSG00000034891,Sncb
ENSMUSG00000034892,Rps29
ENSMUSG00000034902,Pip5k1c
ENSMUSG00000034908,Sidt2
ENSMUSG00000034926,Dhcr24
ENSMUSG00000034931,Dhx8
ENSMUSG00000034932,Mrpl54
ENSMUSG00000034940,Synrg
ENSMUSG00000034949,Zfr2
ENSMUSG00000034958,Atcay
ENSMUSG00000034973,Dop1a
ENSMUSG00000034974,Dapk3
ENSMUSG00000034981,Parm1
ENSMUSG00000034993,Vat1
ENSMUSG00000034994,Eef2
ENSMUSG00000035007,Rundc1
ENSMUSG00000035011,Zbtb7a
ENSMUSG00000035027,Map2k2
ENSMUSG00000035033,Tbr1
ENSMUSG00000035045,Zc3h12b
ENSMUSG00000035047,Kri1
ENSMUSG00000035048,Anapc13
ENSMUSG00000035049,Rrp12
ENSMUSG00000035067,Xkr6
ENSMUSG00000035086,Becn1
ENSMUSG00000035109,Shc4
ENSMUSG00000035152,Ap2b1
ENSMUSG00000035161,Ints6
ENSMUSG00000035173,Ccdc186
ENSMUSG00000035184,Fam124a
ENSMUSG00000035199,Arl6ip5
ENSMUSG00000035202,Lars2
ENSMUSG00000035203,Epn1
ENSMUSG00000035206,Sppl2b
ENSMUSG00000035215,Lsm7
ENSMUSG00000035226,Rims4
ENSMUSG00000035227,Spcs2
ENSMUSG00000035228,Ccdc106
ENSMUSG00000035236,Scai
ENSMUSG00000035242,Oaz1
ENSMUSG00000035248,Tut7
ENSMUSG00000035268,Pkig
ENSMUSG00000035278,Plekhj1
ENSMUSG00000035283,Adrb1
ENSMUSG00000035285,Nat14
ENSMUSG00000035297,Cops4
ENSMUSG00000035299,Mid1
ENSMUSG00000035311,Gnptab
ENSMUSG00000035314,Gdpd5
ENSMUSG00000035329,Fbxo33
ENSMUSG00000035354,Uvrag
ENSMUSG00000035370,Gm49322
ENSMUSG00000035372,1810055G02Rik
ENSMUSG00000035390,Brsk1
